co_p,crossover,elitism,gens,mu_p,select,fitness,popsize
0.7,cycle_co,False,100,0.1,tournament,1060,100
0.7,cycle_co,False,100,0.1,rank,1050,100
0.7,cycle_co,False,100,0.3,tournament,1022,100
0.7,cycle_co,False,100,0.3,rank,1013,100
0.7,cycle_co,False,100,0.5,tournament,996,100
0.7,cycle_co,False,100,0.5,rank,1027,100
0.7,cycle_co,False,100,0.7,tournament,1090,100
0.7,cycle_co,False,100,0.7,rank,1258,100
0.7,cycle_co,False,100,0.9,tournament,1440,100
0.7,cycle_co,False,100,0.9,rank,1646,100
0.7,cycle_co,False,400,0.1,tournament,1075,100
0.7,cycle_co,False,400,0.1,rank,1002,100
0.7,cycle_co,False,400,0.3,tournament,941,100
0.7,cycle_co,False,400,0.3,rank,922,100
0.7,cycle_co,False,400,0.5,tournament,910,100
0.7,cycle_co,False,400,0.5,rank,946,100
0.7,cycle_co,False,400,0.7,tournament,990,100
0.7,cycle_co,False,400,0.7,rank,1110,100
0.7,cycle_co,False,400,0.9,tournament,1455,100
0.7,cycle_co,False,400,0.9,rank,1518,100
0.7,cycle_co,False,700,0.1,tournament,960,100
0.7,cycle_co,False,700,0.1,rank,948,100
0.7,cycle_co,False,700,0.3,tournament,919,100
0.7,cycle_co,False,700,0.3,rank,905,100
0.7,cycle_co,False,700,0.5,tournament,897,100
0.7,cycle_co,False,700,0.5,rank,966,100
0.7,cycle_co,False,700,0.7,tournament,1110,100
0.7,cycle_co,False,700,0.7,rank,1299,100
0.7,cycle_co,False,700,0.9,tournament,1518,100
0.7,cycle_co,False,700,0.9,rank,1734,100
0.7,cycle_co,False,1000,0.1,tournament,985,100
0.7,cycle_co,False,1000,0.1,rank,935,100
0.7,cycle_co,False,1000,0.3,tournament,898,100
0.7,cycle_co,False,1000,0.3,rank,898,100
0.7,cycle_co,False,1000,0.5,tournament,892,100
0.7,cycle_co,False,1000,0.5,rank,974,100
0.7,cycle_co,False,1000,0.7,tournament,1067,100
0.7,cycle_co,False,1000,0.7,rank,1270,100
0.7,cycle_co,False,1000,0.9,tournament,1597,100
0.7,cycle_co,False,1000,0.9,rank,1708,100
0.7,pmx_co,True,100,0.1,tournament,1362,100
0.7,pmx_co,True,100,0.1,rank,1265,100
0.7,pmx_co,True,100,0.3,tournament,1173,100
0.7,pmx_co,True,100,0.3,rank,1143,100
0.7,pmx_co,True,100,0.5,tournament,1074,100
0.7,pmx_co,True,100,0.5,rank,1066,100
0.7,pmx_co,True,100,0.7,tournament,1059,100
0.7,pmx_co,True,100,0.7,rank,1059,100
0.7,pmx_co,True,100,0.9,tournament,1059,100
0.7,pmx_co,True,100,0.9,rank,1059,100
0.7,pmx_co,True,400,0.1,tournament,1059,100
0.7,pmx_co,True,400,0.1,rank,1047,100
0.7,pmx_co,True,400,0.3,tournament,985,100
0.7,pmx_co,True,400,0.3,rank,960,100
0.7,pmx_co,True,400,0.5,tournament,917,100
0.7,pmx_co,True,400,0.5,rank,917,100
0.7,pmx_co,True,400,0.7,tournament,917,100
0.7,pmx_co,True,400,0.7,rank,917,100
0.7,pmx_co,True,400,0.9,tournament,917,100
0.7,pmx_co,True,400,0.9,rank,917,100
0.7,pmx_co,True,700,0.1,tournament,917,100
0.7,pmx_co,True,700,0.1,rank,917,100
0.7,pmx_co,True,700,0.3,tournament,917,100
0.7,pmx_co,True,700,0.3,rank,917,100
0.7,pmx_co,True,700,0.5,tournament,917,100
0.7,pmx_co,True,700,0.5,rank,917,100
0.7,pmx_co,True,700,0.7,tournament,917,100
0.7,pmx_co,True,700,0.7,rank,917,100
0.7,pmx_co,True,700,0.9,tournament,917,100
0.7,pmx_co,True,700,0.9,rank,917,100
0.7,pmx_co,True,1000,0.1,tournament,917,100
0.7,pmx_co,True,1000,0.1,rank,910,100
0.7,pmx_co,True,1000,0.3,tournament,903,100
0.7,pmx_co,True,1000,0.3,rank,903,100
0.7,pmx_co,True,1000,0.5,tournament,903,100
0.7,pmx_co,True,1000,0.5,rank,903,100
0.7,pmx_co,True,1000,0.7,tournament,903,100
0.7,pmx_co,True,1000,0.7,rank,903,100
0.7,pmx_co,True,1000,0.9,tournament,903,100
0.7,pmx_co,True,1000,0.9,rank,903,100
0.7,pmx_co,False,100,0.1,tournament,1009,100
0.7,pmx_co,False,100,0.1,rank,953,100
0.7,pmx_co,False,100,0.3,tournament,938,100
0.7,pmx_co,False,100,0.3,rank,936,100
0.7,pmx_co,False,100,0.5,tournament,931,100
0.7,pmx_co,False,100,0.5,rank,989,100
0.7,pmx_co,False,100,0.7,tournament,989,100
0.7,pmx_co,False,100,0.7,rank,1856,100
0.7,pmx_co,False,100,0.9,tournament,1502,100
0.7,pmx_co,False,100,0.9,rank,2434,100
0.7,pmx_co,False,400,0.1,tournament,1203,100
0.7,pmx_co,False,400,0.1,rank,1123,100
0.7,pmx_co,False,400,0.3,tournament,988,100
0.7,pmx_co,False,400,0.3,rank,983,100
0.7,pmx_co,False,400,0.5,tournament,963,100
0.7,pmx_co,False,400,0.5,rank,1127,100
0.7,pmx_co,False,400,0.7,tournament,1162,100
0.7,pmx_co,False,400,0.7,rank,2256,100
0.7,pmx_co,False,400,0.9,tournament,1639,100
0.7,pmx_co,False,400,0.9,rank,2596,100
0.7,pmx_co,False,700,0.1,tournament,1141,100
0.7,pmx_co,False,700,0.1,rank,1057,100
0.7,pmx_co,False,700,0.3,tournament,987,100
0.7,pmx_co,False,700,0.3,rank,987,100
0.7,pmx_co,False,700,0.5,tournament,975,100
0.7,pmx_co,False,700,0.5,rank,1235,100
0.7,pmx_co,False,700,0.7,tournament,1148,100
0.7,pmx_co,False,700,0.7,rank,2348,100
0.7,pmx_co,False,700,0.9,tournament,1684,100
0.7,pmx_co,False,700,0.9,rank,2694,100
0.7,pmx_co,False,1000,0.1,tournament,1099,100
0.7,pmx_co,False,1000,0.1,rank,1076,100
0.7,pmx_co,False,1000,0.3,tournament,1000,100
0.7,pmx_co,False,1000,0.3,rank,1000,100
0.7,pmx_co,False,1000,0.5,tournament,994,100
0.7,pmx_co,False,1000,0.5,rank,1322,100
0.7,pmx_co,False,1000,0.7,tournament,1210,100
0.7,pmx_co,False,1000,0.7,rank,2171,100
0.7,pmx_co,False,1000,0.9,tournament,1636,100
0.7,pmx_co,False,1000,0.9,rank,2585,100
0.9,cycle_co,True,100,0.1,tournament,1652,100
0.9,cycle_co,True,100,0.1,rank,1466,100
0.9,cycle_co,True,100,0.3,tournament,1241,100
0.9,cycle_co,True,100,0.3,rank,1206,100
0.9,cycle_co,True,100,0.5,tournament,1140,100
0.9,cycle_co,True,100,0.5,rank,1120,100
0.9,cycle_co,True,100,0.7,tournament,1075,100
0.9,cycle_co,True,100,0.7,rank,1074,100
0.9,cycle_co,True,100,0.9,tournament,1072,100
0.9,cycle_co,True,100,0.9,rank,1072,100
0.9,cycle_co,True,400,0.1,tournament,1064,100
0.9,cycle_co,True,400,0.1,rank,1064,100
0.9,cycle_co,True,400,0.3,tournament,1055,100
0.9,cycle_co,True,400,0.3,rank,1054,100
0.9,cycle_co,True,400,0.5,tournament,1053,100
0.9,cycle_co,True,400,0.5,rank,1047,100
0.9,cycle_co,True,400,0.7,tournament,1040,100
0.9,cycle_co,True,400,0.7,rank,1040,100
0.9,cycle_co,True,400,0.9,tournament,1040,100
0.9,cycle_co,True,400,0.9,rank,1040,100
0.9,cycle_co,True,700,0.1,tournament,1027,100
0.9,cycle_co,True,700,0.1,rank,1024,100
0.9,cycle_co,True,700,0.3,tournament,997,100
0.9,cycle_co,True,700,0.3,rank,991,100
0.9,cycle_co,True,700,0.5,tournament,991,100
0.9,cycle_co,True,700,0.5,rank,991,100
0.9,cycle_co,True,700,0.7,tournament,991,100
0.9,cycle_co,True,700,0.7,rank,991,100
0.9,cycle_co,True,700,0.9,tournament,988,100
0.9,cycle_co,True,700,0.9,rank,988,100
0.9,cycle_co,True,1000,0.1,tournament,988,100
0.9,cycle_co,True,1000,0.1,rank,988,100
0.9,cycle_co,True,1000,0.3,tournament,988,100
0.9,cycle_co,True,1000,0.3,rank,988,100
0.9,cycle_co,True,1000,0.5,tournament,988,100
0.9,cycle_co,True,1000,0.5,rank,988,100
0.9,cycle_co,True,1000,0.7,tournament,988,100
0.9,cycle_co,True,1000,0.7,rank,988,100
0.9,cycle_co,True,1000,0.9,tournament,988,100
0.9,cycle_co,True,1000,0.9,rank,988,100
0.9,cycle_co,False,100,0.1,tournament,1067,100
0.9,cycle_co,False,100,0.1,rank,1058,100
0.9,cycle_co,False,100,0.3,tournament,1011,100
0.9,cycle_co,False,100,0.3,rank,1008,100
0.9,cycle_co,False,100,0.5,tournament,993,100
0.9,cycle_co,False,100,0.5,rank,997,100
0.9,cycle_co,False,100,0.7,tournament,988,100
0.9,cycle_co,False,100,0.7,rank,1013,100
0.9,cycle_co,False,100,0.9,tournament,1018,100
0.9,cycle_co,False,100,0.9,rank,1135,100
0.9,cycle_co,False,400,0.1,tournament,976,100
0.9,cycle_co,False,400,0.1,rank,962,100
0.9,cycle_co,False,400,0.3,tournament,935,100
0.9,cycle_co,False,400,0.3,rank,935,100
0.9,cycle_co,False,400,0.5,tournament,927,100
0.9,cycle_co,False,400,0.5,rank,928,100
0.9,cycle_co,False,400,0.7,tournament,917,100
0.9,cycle_co,False,400,0.7,rank,1017,100
0.9,cycle_co,False,400,0.9,tournament,968,100
0.9,cycle_co,False,400,0.9,rank,1264,100
0.9,cycle_co,False,700,0.1,tournament,966,100
0.9,cycle_co,False,700,0.1,rank,957,100
0.9,cycle_co,False,700,0.3,tournament,921,100
0.9,cycle_co,False,700,0.3,rank,921,100
0.9,cycle_co,False,700,0.5,tournament,919,100
0.9,cycle_co,False,700,0.5,rank,924,100
0.9,cycle_co,False,700,0.7,tournament,895,100
0.9,cycle_co,False,700,0.7,rank,920,100
0.9,cycle_co,False,700,0.9,tournament,927,100
0.9,cycle_co,False,700,0.9,rank,1171,100
0.9,cycle_co,False,1000,0.1,tournament,905,100
0.9,cycle_co,False,1000,0.1,rank,878,100
0.9,cycle_co,False,1000,0.3,tournament,866,100
0.9,cycle_co,False,1000,0.3,rank,866,100
0.9,cycle_co,False,1000,0.5,tournament,866,100
0.9,cycle_co,False,1000,0.5,rank,878,100
0.9,cycle_co,False,1000,0.7,tournament,848,100
0.9,cycle_co,False,1000,0.7,rank,985,100
0.9,cycle_co,False,1000,0.9,tournament,924,100
0.9,cycle_co,False,1000,0.9,rank,1339,100
0.9,pmx_co,True,100,0.1,tournament,1106,100
0.9,pmx_co,True,100,0.1,rank,1044,100
0.9,pmx_co,True,100,0.3,tournament,912,100
0.9,pmx_co,True,100,0.3,rank,895,100
0.9,pmx_co,True,100,0.5,tournament,887,100
0.9,pmx_co,True,100,0.5,rank,879,100
0.9,pmx_co,True,100,0.7,tournament,867,100
0.9,pmx_co,True,100,0.7,rank,866,100
0.9,pmx_co,True,100,0.9,tournament,866,100
0.9,pmx_co,True,100,0.9,rank,866,100
0.9,pmx_co,True,400,0.1,tournament,863,100
0.9,pmx_co,True,400,0.1,rank,863,100
0.9,pmx_co,True,400,0.3,tournament,853,100
0.9,pmx_co,True,400,0.3,rank,839,100
0.9,pmx_co,True,400,0.5,tournament,829,100
0.9,pmx_co,True,400,0.5,rank,829,100
0.9,pmx_co,True,400,0.7,tournament,829,100
0.9,pmx_co,True,400,0.7,rank,829,100
0.9,pmx_co,True,400,0.9,tournament,829,100
0.9,pmx_co,True,400,0.9,rank,829,100
0.9,pmx_co,True,700,0.1,tournament,829,100
0.9,pmx_co,True,700,0.1,rank,829,100
0.9,pmx_co,True,700,0.3,tournament,829,100
0.9,pmx_co,True,700,0.3,rank,829,100
0.9,pmx_co,True,700,0.5,tournament,829,100
0.9,pmx_co,True,700,0.5,rank,829,100
0.9,pmx_co,True,700,0.7,tournament,829,100
0.9,pmx_co,True,700,0.7,rank,829,100
0.9,pmx_co,True,700,0.9,tournament,829,100
0.9,pmx_co,True,700,0.9,rank,829,100
0.9,pmx_co,True,1000,0.1,tournament,829,100
0.9,pmx_co,True,1000,0.1,rank,829,100
0.9,pmx_co,True,1000,0.3,tournament,829,100
0.9,pmx_co,True,1000,0.3,rank,829,100
0.9,pmx_co,True,1000,0.5,tournament,829,100
0.9,pmx_co,True,1000,0.5,rank,829,100
0.9,pmx_co,True,1000,0.7,tournament,829,100
0.9,pmx_co,True,1000,0.7,rank,829,100
0.9,pmx_co,True,1000,0.9,tournament,828,100
0.9,pmx_co,True,1000,0.9,rank,828,100
0.9,pmx_co,False,100,0.1,tournament,828,100
0.9,pmx_co,False,100,0.1,rank,828,100
0.9,pmx_co,False,100,0.3,tournament,828,100
0.9,pmx_co,False,100,0.3,rank,828,100
0.9,pmx_co,False,100,0.5,tournament,828,100
0.9,pmx_co,False,100,0.5,rank,849,100
0.9,pmx_co,False,100,0.7,tournament,833,100
0.9,pmx_co,False,100,0.7,rank,1022,100
0.9,pmx_co,False,100,0.9,tournament,920,100
0.9,pmx_co,False,100,0.9,rank,1828,100
0.9,pmx_co,False,400,0.1,tournament,1044,100
0.9,pmx_co,False,400,0.1,rank,957,100
0.9,pmx_co,False,400,0.3,tournament,891,100
0.9,pmx_co,False,400,0.3,rank,891,100
0.9,pmx_co,False,400,0.5,tournament,879,100
0.9,pmx_co,False,400,0.5,rank,892,100
0.9,pmx_co,False,400,0.7,tournament,858,100
0.9,pmx_co,False,400,0.7,rank,1728,100
0.9,pmx_co,False,400,0.9,tournament,950,100
0.9,pmx_co,False,400,0.9,rank,2595,100
0.9,pmx_co,False,700,0.1,tournament,1175,100
0.9,pmx_co,False,700,0.1,rank,1136,100
0.9,pmx_co,False,700,0.3,tournament,1073,100
0.9,pmx_co,False,700,0.3,rank,1073,100
0.9,pmx_co,False,700,0.5,tournament,1024,100
0.9,pmx_co,False,700,0.5,rank,1049,100
0.9,pmx_co,False,700,0.7,tournament,953,100
0.9,pmx_co,False,700,0.7,rank,2249,100
0.9,pmx_co,False,700,0.9,tournament,1053,100
0.9,pmx_co,False,700,0.9,rank,2629,100
0.9,pmx_co,False,1000,0.1,tournament,1128,100
0.9,pmx_co,False,1000,0.1,rank,1071,100
0.9,pmx_co,False,1000,0.3,tournament,1019,100
0.9,pmx_co,False,1000,0.3,rank,1019,100
0.9,pmx_co,False,1000,0.5,tournament,1019,100
0.9,pmx_co,False,1000,0.5,rank,1053,100
0.9,pmx_co,False,1000,0.7,tournament,998,100
0.9,pmx_co,False,1000,0.7,rank,2248,100
0.9,pmx_co,False,1000,0.9,tournament,990,100
0.9,pmx_co,False,1000,0.9,rank,2717,100
