co_p,crossover,elitism,gens,mu_p,select,fitness,popsize
0.5,cycle_co,False,400,0.5,tournament,11743,100
0.5,cycle_co,False,400,0.5,rank,11375,100
0.5,cycle_co,False,400,0.7,tournament,17748,100
0.5,cycle_co,False,400,0.7,rank,15027,100
0.5,cycle_co,False,400,0.9,tournament,21322,100
0.5,cycle_co,False,400,0.9,rank,17529,100
0.5,cycle_co,False,700,0.1,tournament,11926,100
0.5,cycle_co,False,700,0.1,rank,10566,100
0.5,cycle_co,False,700,0.3,tournament,9517,100
0.5,cycle_co,False,700,0.3,rank,9087,100
0.5,cycle_co,False,700,0.5,tournament,13174,100
0.5,cycle_co,False,700,0.5,rank,11798,100
0.5,cycle_co,False,700,0.7,tournament,17884,100
0.5,cycle_co,False,700,0.7,rank,15834,100
0.5,cycle_co,False,700,0.9,tournament,20839,100
0.5,cycle_co,False,700,0.9,rank,16987,100
0.5,cycle_co,False,1000,0.1,tournament,10001,100
0.5,cycle_co,False,1000,0.1,rank,8840,100
0.5,cycle_co,False,1000,0.3,tournament,7668,100
0.5,cycle_co,False,1000,0.3,rank,7591,100
0.5,cycle_co,False,1000,0.5,tournament,13144,100
0.5,cycle_co,False,1000,0.5,rank,11570,100
0.5,cycle_co,False,1000,0.7,tournament,17152,100
0.5,cycle_co,False,1000,0.7,rank,14056,100
0.5,cycle_co,False,1000,0.9,tournament,20117,100
0.5,cycle_co,False,1000,0.9,rank,17258,100
0.5,pmx_co,True,100,0.1,tournament,14616,100
0.5,pmx_co,True,100,0.1,rank,13679,100
0.5,pmx_co,True,100,0.3,tournament,12523,100
0.5,pmx_co,True,100,0.3,rank,12074,100
0.5,pmx_co,True,100,0.5,tournament,11963,100
0.5,pmx_co,True,100,0.5,rank,11963,100
0.5,pmx_co,True,100,0.7,tournament,11963,100
0.5,pmx_co,True,100,0.7,rank,11963,100
0.5,pmx_co,True,100,0.9,tournament,11963,100
0.5,pmx_co,True,100,0.9,rank,11963,100
0.5,pmx_co,True,400,0.1,tournament,11044,100
0.5,pmx_co,True,400,0.1,rank,10317,100
0.5,pmx_co,True,400,0.3,tournament,9433,100
0.5,pmx_co,True,400,0.3,rank,9076,100
0.5,pmx_co,True,400,0.5,tournament,9076,100
0.5,pmx_co,True,400,0.5,rank,9076,100
0.5,pmx_co,True,400,0.7,tournament,9076,100
0.5,pmx_co,True,400,0.7,rank,9076,100
0.5,pmx_co,True,400,0.9,tournament,9076,100
0.5,pmx_co,True,400,0.9,rank,9076,100
0.5,pmx_co,True,700,0.1,tournament,9076,100
0.5,pmx_co,True,700,0.1,rank,8611,100
0.5,pmx_co,True,700,0.3,tournament,8048,100
0.5,pmx_co,True,700,0.3,rank,7832,100
0.5,pmx_co,True,700,0.5,tournament,7806,100
0.5,pmx_co,True,700,0.5,rank,7806,100
0.5,pmx_co,True,700,0.7,tournament,7806,100
0.5,pmx_co,True,700,0.7,rank,7806,100
0.5,pmx_co,True,700,0.9,tournament,7806,100
0.5,pmx_co,True,700,0.9,rank,7806,100
0.5,pmx_co,True,1000,0.1,tournament,7806,100
0.5,pmx_co,True,1000,0.1,rank,7806,100
0.5,pmx_co,True,1000,0.3,tournament,7246,100
0.5,pmx_co,True,1000,0.3,rank,7106,100
0.5,pmx_co,True,1000,0.5,tournament,7106,100
0.5,pmx_co,True,1000,0.5,rank,7106,100
0.5,pmx_co,True,1000,0.7,tournament,7106,100
0.5,pmx_co,True,1000,0.7,rank,7106,100
0.5,pmx_co,True,1000,0.9,tournament,7106,100
0.5,pmx_co,True,1000,0.9,rank,7106,100
0.5,pmx_co,False,100,0.1,tournament,7689,100
0.5,pmx_co,False,100,0.1,rank,7506,100
0.5,pmx_co,False,100,0.3,tournament,7429,100
0.5,pmx_co,False,100,0.3,rank,7420,100
0.5,pmx_co,False,100,0.5,tournament,8856,100
0.5,pmx_co,False,100,0.5,rank,9409,100
0.5,pmx_co,False,100,0.7,tournament,14199,100
0.5,pmx_co,False,100,0.7,rank,16834,100
0.5,pmx_co,False,100,0.9,tournament,19025,100
0.5,pmx_co,False,100,0.9,rank,21804,100
0.5,pmx_co,False,400,0.1,tournament,13264,100
0.5,pmx_co,False,400,0.1,rank,11973,100
0.5,pmx_co,False,400,0.3,tournament,10565,100
0.5,pmx_co,False,400,0.3,rank,10378,100
0.5,pmx_co,False,400,0.5,tournament,14062,100
0.5,pmx_co,False,400,0.5,rank,14392,100
0.5,pmx_co,False,400,0.7,tournament,17560,100
0.5,pmx_co,False,400,0.7,rank,20957,100
0.5,pmx_co,False,400,0.9,tournament,20859,100
0.5,pmx_co,False,400,0.9,rank,24868,100
0.5,pmx_co,False,700,0.1,tournament,11818,100
0.5,pmx_co,False,700,0.1,rank,10395,100
0.5,pmx_co,False,700,0.3,tournament,9027,100
0.5,pmx_co,False,700,0.3,rank,8884,100
0.5,pmx_co,False,700,0.5,tournament,13481,100
0.5,pmx_co,False,700,0.5,rank,13746,100
0.5,pmx_co,False,700,0.7,tournament,18234,100
0.5,pmx_co,False,700,0.7,rank,21585,100
0.5,pmx_co,False,700,0.9,tournament,21074,100
0.5,pmx_co,False,700,0.9,rank,24469,100
0.5,pmx_co,False,1000,0.1,tournament,11969,100
0.5,pmx_co,False,1000,0.1,rank,10049,100
0.5,pmx_co,False,1000,0.3,tournament,8909,100
0.5,pmx_co,False,1000,0.3,rank,8836,100
0.5,pmx_co,False,1000,0.5,tournament,13311,100
0.5,pmx_co,False,1000,0.5,rank,13149,100
0.5,pmx_co,False,1000,0.7,tournament,18718,100
0.5,pmx_co,False,1000,0.7,rank,20029,100
0.5,pmx_co,False,1000,0.9,tournament,20349,100
0.5,pmx_co,False,1000,0.9,rank,23501,100
0.7,cycle_co,True,100,0.1,tournament,18640,100
0.7,cycle_co,True,100,0.1,rank,16550,100
0.7,cycle_co,True,100,0.3,tournament,14545,100
0.7,cycle_co,True,100,0.3,rank,13801,100
0.7,cycle_co,True,100,0.5,tournament,12733,100
0.7,cycle_co,True,100,0.5,rank,12226,100
0.7,cycle_co,True,100,0.7,tournament,12226,100
0.7,cycle_co,True,100,0.7,rank,12226,100
0.7,cycle_co,True,100,0.9,tournament,12226,100
0.7,cycle_co,True,100,0.9,rank,12226,100
0.7,cycle_co,True,400,0.1,tournament,11083,100
0.7,cycle_co,True,400,0.1,rank,10349,100
0.7,cycle_co,True,400,0.3,tournament,9460,100
0.7,cycle_co,True,400,0.3,rank,8980,100
0.7,cycle_co,True,400,0.5,tournament,8459,100
0.7,cycle_co,True,400,0.5,rank,8305,100
0.7,cycle_co,True,400,0.7,tournament,8283,100
0.7,cycle_co,True,400,0.7,rank,8283,100
0.7,cycle_co,True,400,0.9,tournament,8283,100
0.7,cycle_co,True,400,0.9,rank,8283,100
0.7,cycle_co,True,700,0.1,tournament,8283,100
0.7,cycle_co,True,700,0.1,rank,8283,100
0.7,cycle_co,True,700,0.3,tournament,7921,100
0.7,cycle_co,True,700,0.3,rank,7608,100
0.7,cycle_co,True,700,0.5,tournament,7156,100
0.7,cycle_co,True,700,0.5,rank,7119,100
0.7,cycle_co,True,700,0.7,tournament,7107,100
0.7,cycle_co,True,700,0.7,rank,7107,100
0.7,cycle_co,True,700,0.9,tournament,7107,100
0.7,cycle_co,True,700,0.9,rank,7107,100
0.7,cycle_co,True,1000,0.1,tournament,7107,100
0.7,cycle_co,True,1000,0.1,rank,7107,100
0.7,cycle_co,True,1000,0.3,tournament,6938,100
0.7,cycle_co,True,1000,0.3,rank,6849,100
0.7,cycle_co,True,1000,0.5,tournament,6575,100
0.7,cycle_co,True,1000,0.5,rank,6569,100
0.7,cycle_co,True,1000,0.7,tournament,6568,100
0.7,cycle_co,True,1000,0.7,rank,6568,100
