co_p,crossover,elitism,gens,mu_p,select,fitness,popsize
0.5,pmx_co,True,100,0.9,rank,9794,100
0.5,pmx_co,True,400,0.1,tournament,9794,100
0.5,pmx_co,True,400,0.1,rank,9498,100
0.5,pmx_co,True,400,0.3,tournament,9498,100
0.5,pmx_co,True,400,0.3,rank,9498,100
0.5,pmx_co,True,400,0.5,tournament,9498,100
0.5,pmx_co,True,400,0.5,rank,9498,100
0.5,pmx_co,True,400,0.7,tournament,9498,100
0.5,pmx_co,True,400,0.7,rank,9498,100
0.5,pmx_co,True,400,0.9,tournament,9498,100
0.5,pmx_co,True,400,0.9,rank,9498,100
0.5,pmx_co,True,700,0.1,tournament,9473,100
0.5,pmx_co,True,700,0.1,rank,9473,100
0.5,pmx_co,True,700,0.3,tournament,9473,100
0.5,pmx_co,True,700,0.3,rank,9417,100
0.5,pmx_co,True,700,0.5,tournament,9417,100
0.5,pmx_co,True,700,0.5,rank,9417,100
0.5,pmx_co,True,700,0.7,tournament,9417,100
0.5,pmx_co,True,700,0.7,rank,9417,100
0.5,pmx_co,True,700,0.9,tournament,9417,100
0.5,pmx_co,True,700,0.9,rank,9417,100
0.5,pmx_co,True,1000,0.1,tournament,9401,100
0.5,pmx_co,True,1000,0.1,rank,9401,100
0.5,pmx_co,True,1000,0.3,tournament,9401,100
0.5,pmx_co,True,1000,0.3,rank,9401,100
0.5,pmx_co,True,1000,0.5,tournament,9401,100
0.5,pmx_co,True,1000,0.5,rank,9401,100
0.5,pmx_co,True,1000,0.7,tournament,9401,100
0.5,pmx_co,True,1000,0.7,rank,9401,100
0.5,pmx_co,True,1000,0.9,tournament,9401,100
0.5,pmx_co,True,1000,0.9,rank,9401,100
0.5,pmx_co,False,100,0.1,tournament,11964,100
0.5,pmx_co,False,100,0.1,rank,11866,100
0.5,pmx_co,False,100,0.3,tournament,10949,100
0.5,pmx_co,False,100,0.3,rank,10585,100
0.5,pmx_co,False,100,0.5,tournament,12866,100
0.5,pmx_co,False,100,0.5,rank,17073,100
0.5,pmx_co,False,100,0.7,tournament,19085,100
0.5,pmx_co,False,100,0.7,rank,21156,100
0.5,pmx_co,False,100,0.9,tournament,20139,100
0.5,pmx_co,False,100,0.9,rank,21569,100
0.5,pmx_co,False,400,0.1,tournament,10666,100
0.5,pmx_co,False,400,0.1,rank,10583,100
0.5,pmx_co,False,400,0.3,tournament,10372,100
0.5,pmx_co,False,400,0.3,rank,10433,100
0.5,pmx_co,False,400,0.5,tournament,12775,100
0.5,pmx_co,False,400,0.5,rank,17766,100
0.5,pmx_co,False,400,0.7,tournament,19986,100
0.5,pmx_co,False,400,0.7,rank,20318,100
0.5,pmx_co,False,400,0.9,tournament,20492,100
0.5,pmx_co,False,400,0.9,rank,21898,100
0.5,pmx_co,False,700,0.1,tournament,9648,100
0.5,pmx_co,False,700,0.1,rank,9628,100
0.5,pmx_co,False,700,0.3,tournament,9628,100
0.5,pmx_co,False,700,0.3,rank,9700,100
0.5,pmx_co,False,700,0.5,tournament,13291,100
0.5,pmx_co,False,700,0.5,rank,15906,100
0.5,pmx_co,False,700,0.7,tournament,18982,100
0.5,pmx_co,False,700,0.7,rank,20749,100
0.5,pmx_co,False,700,0.9,tournament,20773,100
0.5,pmx_co,False,700,0.9,rank,21291,100
0.5,pmx_co,False,1000,0.1,tournament,11114,100
0.5,pmx_co,False,1000,0.1,rank,11114,100
0.5,pmx_co,False,1000,0.3,tournament,11089,100
0.5,pmx_co,False,1000,0.3,rank,11036,100
0.5,pmx_co,False,1000,0.5,tournament,13639,100
0.5,pmx_co,False,1000,0.5,rank,17384,100
0.5,pmx_co,False,1000,0.7,tournament,19002,100
0.5,pmx_co,False,1000,0.7,rank,20073,100
0.5,pmx_co,False,1000,0.9,tournament,20010,100
0.5,pmx_co,False,1000,0.9,rank,19023,100
0.7,cycle_co,True,100,0.1,tournament,12344,100
0.7,cycle_co,True,100,0.1,rank,10918,100
0.7,cycle_co,True,100,0.3,tournament,9558,100
0.7,cycle_co,True,100,0.3,rank,9535,100
0.7,cycle_co,True,100,0.5,tournament,9535,100
0.7,cycle_co,True,100,0.5,rank,9532,100
0.7,cycle_co,True,100,0.7,tournament,9378,100
0.7,cycle_co,True,100,0.7,rank,9378,100
0.7,cycle_co,True,100,0.9,tournament,9378,100
0.7,cycle_co,True,100,0.9,rank,9378,100
0.7,cycle_co,True,400,0.1,tournament,9245,100
0.7,cycle_co,True,400,0.1,rank,9245,100
0.7,cycle_co,True,400,0.3,tournament,9245,100
